"new_word","sid","sid_text","tid","CodeType","Code"
"consistent",12,"ROOT incubation is required of all newly accepted projects until a further review indicates that the infrastructure , communications , and decision making process have stabilized in a manner consistent with other successful asf projects .",29,"",""
"with",12,"ROOT incubation is required of all newly accepted projects until a further review indicates that the infrastructure , communications , and decision making process have stabilized in a manner consistent with other successful asf projects .",30,"",""
"other",12,"ROOT incubation is required of all newly accepted projects until a further review indicates that the infrastructure , communications , and decision making process have stabilized in a manner consistent with other successful asf projects .",31,"",""
"successful",12,"ROOT incubation is required of all newly accepted projects until a further review indicates that the infrastructure , communications , and decision making process have stabilized in a manner consistent with other successful asf projects .",32,"",""
"asf",12,"ROOT incubation is required of all newly accepted projects until a further review indicates that the infrastructure , communications , and decision making process have stabilized in a manner consistent with other successful asf projects .",33,"",""
"projects",12,"ROOT incubation is required of all newly accepted projects until a further review indicates that the infrastructure , communications , and decision making process have stabilized in a manner consistent with other successful asf projects .",34,"",""
"while",13,"ROOT while incubation status is not necessarily a reflection of the completeness or stability of the code , it does indicate that the project has yet to be fully endorsed by the asf .",1,"",""
"incubation",13,"ROOT while incubation status is not necessarily a reflection of the completeness or stability of the code , it does indicate that the project has yet to be fully endorsed by the asf .",2,"",""
"status",13,"ROOT while incubation status is not necessarily a reflection of the completeness or stability of the code , it does indicate that the project has yet to be fully endorsed by the asf .",3,"",""
"is",13,"ROOT while incubation status is not necessarily a reflection of the completeness or stability of the code , it does indicate that the project has yet to be fully endorsed by the asf .",4,"",""
"not",13,"ROOT while incubation status is not necessarily a reflection of the completeness or stability of the code , it does indicate that the project has yet to be fully endorsed by the asf .",5,"",""
"necessarily",13,"ROOT while incubation status is not necessarily a reflection of the completeness or stability of the code , it does indicate that the project has yet to be fully endorsed by the asf .",6,"",""
"a",13,"ROOT while incubation status is not necessarily a reflection of the completeness or stability of the code , it does indicate that the project has yet to be fully endorsed by the asf .",7,"",""
"reflection",13,"ROOT while incubation status is not necessarily a reflection of the completeness or stability of the code , it does indicate that the project has yet to be fully endorsed by the asf .",8,"",""
"of",13,"ROOT while incubation status is not necessarily a reflection of the completeness or stability of the code , it does indicate that the project has yet to be fully endorsed by the asf .",9,"",""
"the",13,"ROOT while incubation status is not necessarily a reflection of the completeness or stability of the code , it does indicate that the project has yet to be fully endorsed by the asf .",10,"",""
"completeness",13,"ROOT while incubation status is not necessarily a reflection of the completeness or stability of the code , it does indicate that the project has yet to be fully endorsed by the asf .",11,"",""
"or",13,"ROOT while incubation status is not necessarily a reflection of the completeness or stability of the code , it does indicate that the project has yet to be fully endorsed by the asf .",12,"",""
"stability",13,"ROOT while incubation status is not necessarily a reflection of the completeness or stability of the code , it does indicate that the project has yet to be fully endorsed by the asf .",13,"",""
"of",13,"ROOT while incubation status is not necessarily a reflection of the completeness or stability of the code , it does indicate that the project has yet to be fully endorsed by the asf .",14,"",""
"the",13,"ROOT while incubation status is not necessarily a reflection of the completeness or stability of the code , it does indicate that the project has yet to be fully endorsed by the asf .",15,"",""
"code",13,"ROOT while incubation status is not necessarily a reflection of the completeness or stability of the code , it does indicate that the project has yet to be fully endorsed by the asf .",16,"",""
"it",13,"ROOT while incubation status is not necessarily a reflection of the completeness or stability of the code , it does indicate that the project has yet to be fully endorsed by the asf .",18,"",""
